,AQI,城市道路照明灯千盏,城市公共汽、电车车辆运营数辆,城市公共汽、电车运营线路总长度公里,城市建设用地面积平方公里,城市绿地面积公顷,城市排水管道长度公里,城市桥梁座,城市清扫保洁面积万平方米,城市燃气普及率%,城市人口密度人每平方公里,城市污水日处理能力万立方米,城市用水普及率%,除涝面积千公顷,低温冷冻和雪灾受灾面积千公顷,电子商务采购额亿元,电子商务销售额亿元,发明专利授权数件,分地区公路货运量(万吨,分地区水路货运量万吨,分地区铁路货运量万吨,分地区用电量亿千瓦小时,风雹灾害受灾面积千公顷,公路货物周转量亿吨公里).,公路客运量万人,公路旅客周转量亿人公里,供热面积万平方米,供热总量-热水万吉焦,供热总量-蒸汽万吉焦,国家自然保护区个数(个,国家自然保护区面积万公顷,旱灾受灾面积千公顷,洪涝、地质灾害和台风受灾面积千公顷,技术市场成交额万元,建成区绿化覆盖率%,居民人均消费支出元,每万人拥有公共厕所座,每万人拥有公共交通车辆标台,年末人口数.,年末实有道路面积万平方米 ,年末实有道路长度公里,企业期末使用计算机数台,企业拥有网站数个,全年供水总量万立方千米,人工煤气管道长度公里,人工煤气全年供气总量万立方米,人工煤气用气人口数万人,人均城市道路面积平方米,人均公园绿地面积平方米,人均可支配收入元,人均生活用水量升,生活垃圾清运量万吨,生活垃圾无害化处理厂数座,生活垃圾无害化处理量万吨,生活垃圾无害化处理率(%).,生活垃圾无害化处理能力吨每日,实用新型专利授权数件,受灾人口万人次,水库总容量亿立方米,水路货物周转量亿吨公里,水土流失治理面积千公顷,水运客运量万人,水运旅客周转量亿人公里,天然气管道长度公里,天然气全年供气总量万立方米,天然气用气人口数万人,铁路货物周转量亿吨公里,铁路客运量万人,铁路旅客周转量亿人公里,外观设计专利授权数件,液化石油气管道长度公里,液化石油气全年供气总量吨,液化石油气用气人口万人,用水人口万人,有电子商务交易活动企业数个,主要城市降水量毫米,主要城市平均气温摄氏度,主要城市平均相对湿度%,主要城市日照时数小时,城区面积（平方公里）.xlsx,城市出租汽车（辆）.xlsx,城市道路照明灯（千盏）.xlsx,城市公共汽、电车车辆运营数（辆）.xlsx,城市公共汽、电车运营线路总长度（公里）.xlsx,城市建设用地面积（平方公里）.xlsx,城市绿地面积（公顷）.xlsx,城市排水管道长度（公里）.xlsx,城市桥梁（座）.xlsx,城市清扫保洁面积（万平方米）.xlsx,城市燃气普及率（%）.xlsx,城市人口密度（人每平方公里）.xlsx,城市污水日处理能力（万立方米）.xlsx,城市用水普及率（%）.xlsx,除涝面积（千公顷）.xlsx,低温冷冻和雪灾受灾面积（千公顷）.xlsx,电子商务采购额（亿元）.xlsx,电子商务销售额（亿元）.xlsx,发明专利授权数（件）.xlsx,分地区公路货运量(万吨）.xlsx,分地区水路货运量（万吨）.xlsx,分地区铁路货运量（万吨）.xlsx,分地区用电量（亿千瓦小时）.xlsx,风雹灾害受灾面积（千公顷）.xlsx,公路货物周转量（亿吨公里).xlsx,公路客运量（万人）.xlsx,公路旅客周转量（亿人公里）.xlsx,供热面积（万平方米）.xlsx,供热总量-热水（万吉焦）.xlsx,供热总量-蒸汽（万吉焦）.xlsx,国家自然保护区个数(个）.xlsx,国家自然保护区面积（万公顷）.xlsx,旱灾受灾面积（千公顷）.xlsx,洪涝、地质灾害和台风受灾面积（千公顷）.xlsx,技术市场成交额（万元）.xlsx,建成区绿化覆盖率（%）.xlsx,居民人均消费支出（元）.xlsx,每万人拥有公共厕所（座）.xlsx,每万人拥有公共交通车辆（标台）.xlsx,年末人口数.xlsx,年末实有道路面积（万平方米 ）.xlsx,年末实有道路长度（公里）.xlsx,企业期末使用计算机数（台）.xlsx,企业拥有网站数（个）.xlsx,全年供水总量（万立方千米）.xlsx,人工煤气管道长度（公里）.xlsx,人工煤气全年供气总量（万立方米）.xlsx,人工煤气用气人口数（万人）.xlsx,人均城市道路面积（平方米）.xlsx,人均公园绿地面积（平方米）.xlsx,人均可支配收入（元）.xlsx,人均生活用水量（升）.xlsx,生活垃圾清运量（万吨）.xlsx,生活垃圾无害化处理厂数（座）.xlsx,生活垃圾无害化处理量（万吨）.xlsx,生活垃圾无害化处理率(%).xlsx,生活垃圾无害化处理能力（吨每日）.xlsx,实用新型专利授权数（件）.xlsx,受灾人口（万人次）.xlsx,水库总容量（亿立方米）.xlsx,水路货物周转量（亿吨公里）.xlsx,水土流失治理面积（千公顷）.xlsx,水运客运量（万人）.xlsx,水运旅客周转量（亿人公里）.xlsx,天然气管道长度（公里）.xlsx,天然气全年供气总量（万立方米）.xlsx,天然气用气人口数（万人）.xlsx,铁路货物周转量（亿吨公里）.xlsx,铁路客运量（万人）.xlsx,铁路旅客周转量（亿人公里）.xlsx,外观设计专利授权数（件）.xlsx,液化石油气管道长度（公里）.xlsx,液化石油气全年供气总量（吨）.xlsx,液化石油气用气人口（万人）.xlsx,用水人口（万人）.xlsx,有电子商务交易活动企业数（个）.xlsx,主要城市降水量（毫米）.xlsx,主要城市平均气温（摄氏度）.xlsx,主要城市平均相对湿度（%）.xlsx,主要城市日照时数（小时）.xlsx
2014-黑龙江,65068.00 ,622.20 ,15640.00 ,17913.00 ,1773.70 ,76346.00 ,9922.00 ,1032.00 ,22716.00 ,86.23 ,4946.00 ,690.80 ,96.20 ,3382.10 ,NA,644.00 ,210.80 ,2454.00 ,47173.00 ,1262.00 ,11777.00 ,NA,234.90 ,1008.46 ,36379.00 ,231.23 ,57656.00 ,35482.00 ,2497.00 ,36.00 ,303.10 ,61.80 ,513.30 ,1202776.00 ,36.00 ,12768.80 ,5.13 ,12.78 ,3608.00 ,18359.00 ,12252.00 ,480819.00 ,5412.00 ,150272.00 ,783.00 ,7783.00 ,94.20 ,13.32 ,12.10 ,17404.40 ,122.80 ,553.40 ,22.00 ,325.70 ,58.90 ,10995.00 ,11036.00 ,257.40 ,268.30 ,7.94 ,3708.30 ,366.00 ,0.40 ,7261.00 ,116623.00 ,725.70 ,794.70 ,10096.00 ,261.45 ,1922.00 ,28.00 ,214429.00 ,368.70 ,1325.90 ,344.00 ,415.80 ,5.10 ,63.00 ,2055.90 ,2786.80 ,65068.00 ,622.20 ,15640.00 ,17913.00 ,1773.70 ,76346.00 ,9922.00 ,1032.00 ,22716.00 ,86.23 ,4946.00 ,690.80 ,96.20 ,3382.10 ,NA,644.00 ,210.80 ,2454.00 ,47173.00 ,1262.00 ,11777.00 ,NA,234.90 ,1008.46 ,36379.00 ,231.23 ,57656.00 ,35482.00 ,2497.00 ,36.00 ,303.10 ,61.80 ,513.30 ,1202776.00 ,36.00 ,12768.80 ,5.13 ,12.78 ,3608.00 ,18359.00 ,12252.00 ,480819.00 ,5412.00 ,150272.00 ,783.00 ,7783.00 ,94.20 ,13.32 ,12.10 ,17404.40 ,122.80 ,553.40 ,22.00 ,325.70 ,58.90 ,10995.00 ,11036.00 ,257.40 ,268.30 ,7.94 ,3708.30 ,366.00 ,0.40 ,7261.00 ,116623.00 ,725.70 ,794.70 ,10096.00 ,261.45 ,1922.00 ,28.00 ,214429.00 ,368.70 ,1325.90 ,344.00 ,415.80 ,5.10 ,63.00 ,2055.90 
2014-湖北,35182.00 ,641.70 ,17671.00 ,18446.00 ,2422.70 ,75546.00 ,21484.00 ,1917.00 ,30527.00 ,94.71 ,2448.00 ,610.40 ,98.75 ,1286.90 ,82.90 ,1344.90 ,2276.00 ,4855.00 ,116279.00 ,29794.00 ,4689.00 ,NA,48.80 ,2340.56 ,87803.00 ,483.89 ,1765.00 ,44.00 ,1279.00 ,18.00 ,42.80 ,633.50 ,293.60 ,5806801.00 ,37.90 ,12928.30 ,2.73 ,11.91 ,5816.00 ,31145.00 ,18209.00 ,1309776.00 ,22545.00 ,269558.00 ,NA,NA,NA,16.57 ,11.10 ,18283.20 ,107.40 ,739.30 ,39.00 ,666.60 ,90.20 ,24016.00 ,19801.00 ,986.90 ,1248.50 ,2316.24 ,5414.40 ,548.00 ,2.93 ,20893.00 ,309438.00 ,1174.90 ,846.77 ,12379.00 ,722.20 ,3634.00 ,265.00 ,350092.00 ,605.60 ,1856.40 ,2146.00 ,1208.60 ,16.70 ,79.00 ,1596.30 ,7680.60 ,35182.00 ,641.70 ,17671.00 ,18446.00 ,2422.70 ,75546.00 ,21484.00 ,1917.00 ,30527.00 ,94.71 ,2448.00 ,610.40 ,98.75 ,1286.90 ,82.90 ,1344.90 ,2276.00 ,4855.00 ,116279.00 ,29794.00 ,4689.00 ,NA,48.80 ,2340.56 ,87803.00 ,483.89 ,1765.00 ,44.00 ,1279.00 ,18.00 ,42.80 ,633.50 ,293.60 ,5806801.00 ,37.90 ,12928.30 ,2.73 ,11.91 ,5816.00 ,31145.00 ,18209.00 ,1309776.00 ,22545.00 ,269558.00 ,NA,NA,NA,16.57 ,11.10 ,18283.20 ,107.40 ,739.30 ,39.00 ,666.60 ,90.20 ,24016.00 ,19801.00 ,986.90 ,1248.50 ,2316.24 ,5414.40 ,548.00 ,2.93 ,20893.00 ,309438.00 ,1174.90 ,846.77 ,12379.00 ,722.20 ,3634.00 ,265.00 ,350092.00 ,605.60 ,1856.40 ,2146.00 ,1208.60 ,16.70 ,79.00 ,1596.30 
2014-湖南,25846.00 ,642.80 ,15649.00 ,14676.00 ,1479.50 ,57273.00 ,12612.00 ,728.00 ,18032.00 ,91.24 ,3402.00 ,551.30 ,97.05 ,424.00 ,73.20 ,1036.00 ,1918.80 ,4160.00 ,172613.00 ,25687.00 ,4753.00 ,NA,21.40 ,2578.90 ,150583.00 ,776.48 ,NA,NA,NA,23.00 ,63.60 ,NA,1041.50 ,979342.00 ,38.60 ,13288.70 ,2.31 ,12.46 ,6611.00 ,20062.00 ,10947.00 ,1009161.00 ,16923.00 ,192647.00 ,440.00 ,2765.00 ,32.00 ,13.76 ,9.85 ,17621.70 ,210.60 ,600.80 ,34.00 ,599.00 ,99.70 ,21609.00 ,15967.00 ,1704.90 ,499.30 ,709.94 ,3109.00 ,1449.00 ,2.84 ,11741.00 ,217162.00 ,761.20 ,849.52 ,9806.00 ,881.37 ,6510.00 ,19.00 ,189230.00 ,537.00 ,1414.90 ,1854.00 ,1386.80 ,18.60 ,69.00 ,1634.40 ,4285.80 ,25846.00 ,642.80 ,15649.00 ,14676.00 ,1479.50 ,57273.00 ,12612.00 ,728.00 ,18032.00 ,91.24 ,3402.00 ,551.30 ,97.05 ,424.00 ,73.20 ,1036.00 ,1918.80 ,4160.00 ,172613.00 ,25687.00 ,4753.00 ,NA,21.40 ,2578.90 ,150583.00 ,776.48 ,NA,NA,NA,23.00 ,63.60 ,NA,1041.50 ,979342.00 ,38.60 ,13288.70 ,2.31 ,12.46 ,6611.00 ,20062.00 ,10947.00 ,1009161.00 ,16923.00 ,192647.00 ,440.00 ,2765.00 ,32.00 ,13.76 ,9.85 ,17621.70 ,210.60 ,600.80 ,34.00 ,599.00 ,99.70 ,21609.00 ,15967.00 ,1704.90 ,499.30 ,709.94 ,3109.00 ,1449.00 ,2.84 ,11741.00 ,217162.00 ,761.20 ,849.52 ,9806.00 ,881.37 ,6510.00 ,19.00 ,189230.00 ,537.00 ,1414.90 ,1854.00 ,1386.80 ,18.60 ,69.00 ,1634.40 
2014-吉林,55725.00 ,500.70 ,11343.00 ,13074.00 ,1281.80 ,45263.00 ,9870.00 ,750.00 ,14504.00 ,91.98 ,3171.00 ,262.80 ,93.79 ,1026.50 ,7.50 ,250.10 ,545.20 ,1434.00 ,41830.00 ,407.00 ,6074.00 ,NA,89.20 ,1190.78 ,27866.00 ,173.27 ,45006.00 ,22465.00 ,457.00 ,20.00 ,110.70 ,568.30 ,24.30 ,285756.00 ,35.80 ,13026.00 ,3.23 ,10.32 ,2642.00 ,16887.00 ,8922.00 ,472971.00 ,5882.00 ,106813.00 ,1881.00 ,12827.00 ,117.20 ,14.62 ,12.05 ,17520.40 ,131.80 ,504.60 ,17.00 ,312.40 ,61.90 ,10893.00 ,4533.00 ,545.50 ,334.00 ,1.38 ,1670.20 ,203.00 ,0.25 ,6330.00 ,115404.00 ,538.60 ,511.65 ,6935.00 ,250.95 ,729.00 ,84.00 ,184553.00 ,406.50 ,1083.20 ,265.00 ,446.00 ,7.10 ,57.00 ,2674.50 ,3642.90 ,55725.00 ,500.70 ,11343.00 ,13074.00 ,1281.80 ,45263.00 ,9870.00 ,750.00 ,14504.00 ,91.98 ,3171.00 ,262.80 ,93.79 ,1026.50 ,7.50 ,250.10 ,545.20 ,1434.00 ,41830.00 ,407.00 ,6074.00 ,NA,89.20 ,1190.78 ,27866.00 ,173.27 ,45006.00 ,22465.00 ,457.00 ,20.00 ,110.70 ,568.30 ,24.30 ,285756.00 ,35.80 ,13026.00 ,3.23 ,10.32 ,2642.00 ,16887.00 ,8922.00 ,472971.00 ,5882.00 ,106813.00 ,1881.00 ,12827.00 ,117.20 ,14.62 ,12.05 ,17520.40 ,131.80 ,504.60 ,17.00 ,312.40 ,61.90 ,10893.00 ,4533.00 ,545.50 ,334.00 ,1.38 ,1670.20 ,203.00 ,0.25 ,6330.00 ,115404.00 ,538.60 ,511.65 ,6935.00 ,250.95 ,729.00 ,84.00 ,184553.00 ,406.50 ,1083.20 ,265.00 ,446.00 ,7.10 ,57.00 ,2674.50 
2014-江苏,53488.00 ,3198.40 ,34745.00 ,54484.00 ,4067.90 ,265543.00 ,66256.00 ,14013.00 ,55132.00 ,99.49 ,2038.00 ,1622.40 ,99.75 ,2962.00 ,0.50 ,4677.70 ,6234.60 ,19671.00 ,114449.00 ,75328.00 ,6376.00 ,NA,56.30 ,1978.52 ,137270.00 ,852.00 ,NA,NA,NA,3.00 ,29.90 ,473.90 ,23.40 ,5431585.00 ,42.60 ,19163.60 ,3.75 ,15.08 ,8281.00 ,71151.00 ,39070.00 ,4302165.00 ,65351.00 ,488062.00 ,270.00 ,612.00 ,9.00 ,23.89 ,14.41 ,27172.80 ,186.40 ,1352.40 ,58.00 ,1326.90 ,98.10 ,50574.00 ,100810.00 ,548.40 ,35.40 ,8087.07 ,899.70 ,2563.00 ,3.03 ,55594.00 ,842071.00 ,2125.00 ,352.27 ,15374.00 ,600.17 ,79551.00 ,720.00 ,651779.00 ,828.90 ,2970.70 ,9013.00 ,1091.10 ,16.40 ,74.00 ,1863.80 ,14609.80 ,53488.00 ,3198.40 ,34745.00 ,54484.00 ,4067.90 ,265543.00 ,66256.00 ,14013.00 ,55132.00 ,99.49 ,2038.00 ,1622.40 ,99.75 ,2962.00 ,0.50 ,4677.70 ,6234.60 ,19671.00 ,114449.00 ,75328.00 ,6376.00 ,NA,56.30 ,1978.52 ,137270.00 ,852.00 ,NA,NA,NA,3.00 ,29.90 ,473.90 ,23.40 ,5431585.00 ,42.60 ,19163.60 ,3.75 ,15.08 ,8281.00 ,71151.00 ,39070.00 ,4302165.00 ,65351.00 ,488062.00 ,270.00 ,612.00 ,9.00 ,23.89 ,14.41 ,27172.80 ,186.40 ,1352.40 ,58.00 ,1326.90 ,98.10 ,50574.00 ,100810.00 ,548.40 ,35.40 ,8087.07 ,899.70 ,2563.00 ,3.03 ,55594.00 ,842071.00 ,2125.00 ,352.27 ,15374.00 ,600.17 ,79551.00 ,720.00 ,651779.00 ,828.90 ,2970.70 ,9013.00 ,1091.10 ,16.40 ,74.00 ,1863.80 
2014-江西,13369.00 ,602.30 ,7307.00 ,11718.00 ,1123.50 ,50809.00 ,10814.00 ,659.00 ,12893.00 ,95.18 ,4671.00 ,242.40 ,97.78 ,392.80 ,28.40 ,424.60 ,983.30 ,1033.00 ,137782.00 ,9162.00 ,4934.00 ,NA,42.40 ,3073.31 ,59674.00 ,316.48 ,NA,NA,NA,14.00 ,23.10 ,NA,416.30 ,507593.00 ,44.60 ,11088.90 ,2.01 ,8.56 ,4480.00 ,15578.00 ,7250.00 ,629674.00 ,10788.00 ,106053.00 ,1059.00 ,30991.00 ,18.40 ,15.77 ,14.13 ,16734.20 ,181.00 ,308.50 ,17.00 ,287.10 ,93.10 ,9273.00 ,7637.00 ,634.20 ,304.20 ,215.37 ,5351.60 ,281.00 ,0.37 ,8314.00 ,69115.00 ,473.70 ,539.29 ,7840.00 ,654.50 ,5161.00 ,112.00 ,237316.00 ,448.20 ,965.90 ,896.00 ,1890.50 ,18.80 ,74.00 ,1810.50 ,2114.80 ,13369.00 ,602.30 ,7307.00 ,11718.00 ,1123.50 ,50809.00 ,10814.00 ,659.00 ,12893.00 ,95.18 ,4671.00 ,242.40 ,97.78 ,392.80 ,28.40 ,424.60 ,983.30 ,1033.00 ,137782.00 ,9162.00 ,4934.00 ,NA,42.40 ,3073.31 ,59674.00 ,316.48 ,NA,NA,NA,14.00 ,23.10 ,NA,416.30 ,507593.00 ,44.60 ,11088.90 ,2.01 ,8.56 ,4480.00 ,15578.00 ,7250.00 ,629674.00 ,10788.00 ,106053.00 ,1059.00 ,30991.00 ,18.40 ,15.77 ,14.13 ,16734.20 ,181.00 ,308.50 ,17.00 ,287.10 ,93.10 ,9273.00 ,7637.00 ,634.20 ,304.20 ,215.37 ,5351.60 ,281.00 ,0.37 ,8314.00 ,69115.00 ,473.70 ,539.29 ,7840.00 ,654.50 ,5161.00 ,112.00 ,237316.00 ,448.20 ,965.90 ,896.00 ,1890.50 ,18.80 ,74.00 ,1810.50 
2014-辽宁,80951.00 ,1562.20 ,21386.00 ,23462.00 ,2444.90 ,121982.00 ,16783.00 ,1663.00 ,33721.00 ,96.19 ,1615.00 ,783.80 ,98.72 ,911.00 ,72.90 ,976.90 ,1720.20 ,3975.00 ,189174.00 ,13810.00 ,19154.00 ,NA,24.10 ,3074.90 ,80789.00 ,375.61 ,96587.00 ,44083.00 ,7505.00 ,17.00 ,97.50 ,1811.40 ,23.00 ,2174648.00 ,40.10 ,16068.00 ,2.35 ,11.79 ,4358.00 ,28997.00 ,16692.00 ,1265736.00 ,18095.00 ,272641.00 ,5835.00 ,63604.00 ,591.30 ,12.75 ,11.61 ,22820.20 ,103.50 ,917.10 ,29.00 ,840.00 ,91.60 ,22657.00 ,13432.00 ,746.70 ,367.00 ,7979.53 ,4733.50 ,542.00 ,6.52 ,13468.00 ,126814.00 ,995.70 ,1181.28 ,12841.00 ,609.09 ,2118.00 ,679.00 ,492406.00 ,601.10 ,2245.60 ,1061.00 ,362.90 ,9.20 ,59.00 ,2690.00 ,14084.20 ,80951.00 ,1562.20 ,21386.00 ,23462.00 ,2444.90 ,121982.00 ,16783.00 ,1663.00 ,33721.00 ,96.19 ,1615.00 ,783.80 ,98.72 ,911.00 ,72.90 ,976.90 ,1720.20 ,3975.00 ,189174.00 ,13810.00 ,19154.00 ,NA,24.10 ,3074.90 ,80789.00 ,375.61 ,96587.00 ,44083.00 ,7505.00 ,17.00 ,97.50 ,1811.40 ,23.00 ,2174648.00 ,40.10 ,16068.00 ,2.35 ,11.79 ,4358.00 ,28997.00 ,16692.00 ,1265736.00 ,18095.00 ,272641.00 ,5835.00 ,63604.00 ,591.30 ,12.75 ,11.61 ,22820.20 ,103.50 ,917.10 ,29.00 ,840.00 ,91.60 ,22657.00 ,13432.00 ,746.70 ,367.00 ,7979.53 ,4733.50 ,542.00 ,6.52 ,13468.00 ,126814.00 ,995.70 ,1181.28 ,12841.00 ,609.09 ,2118.00 ,679.00 ,492406.00 ,601.10 ,2245.60 ,1061.00 ,362.90 ,9.20 ,59.00 ,2690.00 
2014-内蒙古,38347.00 ,746.50 ,6836.00 ,11109.00 ,1265.70 ,57372.00 ,12123.00 ,374.00 ,18207.00 ,92.28 ,1291.00 ,189.50 ,97.79 ,277.00 ,47.50 ,NA,NA,458.00 ,126704.00 ,NA,65165.00 ,NA,439.40 ,2103.47 ,13494.00 ,161.40 ,41967.00 ,27585.00 ,182.00 ,29.00 ,428.40 ,1313.60 ,77.80 ,139393.00 ,39.80 ,16258.10 ,4.67 ,9.01 ,2449.00 ,18432.00 ,8612.00 ,NA,NA,73864.00 ,507.00 ,3500.00 ,41.20 ,21.10 ,18.80 ,20559.30 ,114.60 ,324.60 ,26.00 ,311.80 ,96.10 ,11190.00 ,2908.00 ,644.50 ,103.00 ,NA,12210.80 ,NA,NA,6713.00 ,110922.00 ,504.70 ,2367.61 ,4789.00 ,201.73 ,665.00 ,73.00 ,63069.00 ,260.10 ,854.20 ,NA,394.80 ,7.70 ,46.00 ,2517.20 ,6764.60 ,38347.00 ,746.50 ,6836.00 ,11109.00 ,1265.70 ,57372.00 ,12123.00 ,374.00 ,18207.00 ,92.28 ,1291.00 ,189.50 ,97.79 ,277.00 ,47.50 ,NA,NA,458.00 ,126704.00 ,NA,65165.00 ,NA,439.40 ,2103.47 ,13494.00 ,161.40 ,41967.00 ,27585.00 ,182.00 ,29.00 ,428.40 ,1313.60 ,77.80 ,139393.00 ,39.80 ,16258.10 ,4.67 ,9.01 ,2449.00 ,18432.00 ,8612.00 ,NA,NA,73864.00 ,507.00 ,3500.00 ,41.20 ,21.10 ,18.80 ,20559.30 ,114.60 ,324.60 ,26.00 ,311.80 ,96.10 ,11190.00 ,2908.00 ,644.50 ,103.00 ,NA,12210.80 ,NA,NA,6713.00 ,110922.00 ,504.70 ,2367.61 ,4789.00 ,201.73 ,665.00 ,73.00 ,63069.00 ,260.10 ,854.20 ,NA,394.80 ,7.70 ,46.00 ,2517.20 
2014-宁夏 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-青海,7269.00 ,115.80 ,2113.00 ,1978.00 ,156.50 ,5340.00 ,1469.00 ,127.00 ,2529.00 ,88.81 ,2604.00 ,34.20 ,99.71 ,NA,64.30 ,49.40 ,60.40 ,110.00 ,11030.00 ,NA,3608.00 ,NA,67.50 ,234.36 ,4769.00 ,46.50 ,456.00 ,290.00 ,NA,7.00 ,2073.40 ,23.90 ,14.10 ,291001.00 ,31.60 ,12604.80 ,4.04 ,14.40 ,576.00 ,1835.00 ,925.00 ,101269.00 ,1083.00 ,25031.00 ,NA,NA,NA,11.08 ,10.78 ,14374.00 ,146.30 ,77.60 ,5.00 ,67.00 ,86.30 ,2110.00 ,357.00 ,129.80 ,316.00 ,NA,863.30 ,60.00 ,0.08 ,1061.00 ,129793.00 ,126.70 ,272.58 ,615.00 ,56.31 ,152.00 ,NA,6250.00 ,20.40 ,165.10 ,79.00 ,446.50 ,5.70 ,59.00 ,2571.30 ,635.80 ,7269.00 ,115.80 ,2113.00 ,1978.00 ,156.50 ,5340.00 ,1469.00 ,127.00 ,2529.00 ,88.81 ,2604.00 ,34.20 ,99.71 ,NA,64.30 ,49.40 ,60.40 ,110.00 ,11030.00 ,NA,3608.00 ,NA,67.50 ,234.36 ,4769.00 ,46.50 ,456.00 ,290.00 ,NA,7.00 ,2073.40 ,23.90 ,14.10 ,291001.00 ,31.60 ,12604.80 ,4.04 ,14.40 ,576.00 ,1835.00 ,925.00 ,101269.00 ,1083.00 ,25031.00 ,NA,NA,NA,11.08 ,10.78 ,14374.00 ,146.30 ,77.60 ,5.00 ,67.00 ,86.30 ,2110.00 ,357.00 ,129.80 ,316.00 ,NA,863.30 ,60.00 ,0.08 ,1061.00 ,129793.00 ,126.70 ,272.58 ,615.00 ,56.31 ,152.00 ,NA,6250.00 ,20.40 ,165.10 ,79.00 ,446.50 ,5.70 ,59.00 ,2571.30 
2014-山东,60119.00 ,1789.70 ,34138.00 ,59238.00 ,4278.50 ,205208.00 ,49554.00 ,5109.00 ,65422.00 ,99.49 ,1426.00 ,935.10 ,99.92 ,2946.50 ,0.20 ,3660.50 ,5029.20 ,10538.00 ,230018.00 ,14172.00 ,20268.00 ,NA,57.70 ,5711.38 ,62052.00 ,511.41 ,83003.00 ,25005.00 ,14020.00 ,7.00 ,22.00 ,688.50 ,139.70 ,2492942.00 ,42.80 ,13328.90 ,2.00 ,13.17 ,9808.00 ,78308.00 ,39404.00 ,2503208.00 ,44952.00 ,347781.00 ,361.00 ,9438.00 ,18.50 ,25.77 ,17.10 ,20864.20 ,178.70 ,958.50 ,59.00 ,958.50 ,100.00 ,35171.00 ,53555.00 ,959.80 ,218.60 ,1227.44 ,3612.50 ,2022.00 ,11.81 ,40616.00 ,627532.00 ,2280.10 ,1314.20 ,10304.00 ,620.38 ,8725.00 ,560.00 ,395521.00 ,724.60 ,3036.30 ,4570.00 ,521.40 ,15.40 ,55.00 ,2168.00 ,21310.90 ,60119.00 ,1789.70 ,34138.00 ,59238.00 ,4278.50 ,205208.00 ,49554.00 ,5109.00 ,65422.00 ,99.49 ,1426.00 ,935.10 ,99.92 ,2946.50 ,0.20 ,3660.50 ,5029.20 ,10538.00 ,230018.00 ,14172.00 ,20268.00 ,NA,57.70 ,5711.38 ,62052.00 ,511.41 ,83003.00 ,25005.00 ,14020.00 ,7.00 ,22.00 ,688.50 ,139.70 ,2492942.00 ,42.80 ,13328.90 ,2.00 ,13.17 ,9808.00 ,78308.00 ,39404.00 ,2503208.00 ,44952.00 ,347781.00 ,361.00 ,9438.00 ,18.50 ,25.77 ,17.10 ,20864.20 ,178.70 ,958.50 ,59.00 ,958.50 ,100.00 ,35171.00 ,53555.00 ,959.80 ,218.60 ,1227.44 ,3612.50 ,2022.00 ,11.81 ,40616.00 ,627532.00 ,2280.10 ,1314.20 ,10304.00 ,620.38 ,8725.00 ,560.00 ,395521.00 ,724.60 ,3036.30 ,4570.00 ,521.40 ,15.40 ,55.00 ,2168.00 
